"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"2624","83760152","亞當淨水有限公司","高雄市仁武區永新三街101號1樓","葛明凱","300000","1090601"
"2625","83760168","聯晉有限公司","高雄市小港區福隆街45號1樓","鄭詔仁","2000000","1090601"
"2626","83760174","寰豐有限公司","高雄市苓雅區忠孝二路6巷9號1樓","任偉雄","1800000","1090601"
"2627","83760189","實益建設有限公司","高雄市小港區松樂街78號1樓","黃美惠","5000000","1090601"
"2628","83760195","森峰綠能科技有限公司","高雄市苓雅區福德一路132號2樓","林育成","5000000","1090601"
"2629","83760202","印加果王有限公司","高雄市苓雅區復興二路3號4樓之10","杜威辰","200000","1090601"
"2630","83760218","台灣慈莘信息服務股份有限公司","高雄市苓雅區新光路38號12樓之1","黄平璋","1000000","1090601"
"2631","83760224","禾聚企業有限公司","高雄市苓雅區四維一路268號1樓","蔡宛真","2000000","1090601"
"2632","83760239","呂昇達老師行銷顧問有限公司","高雄市鳳山區環河東街41巷2號1樓","呂昇達","100000","1090601"
"2633","83760245","東霖室內裝修有限公司","高雄市小港區臨海新村23號1樓","鍾武成","1000000","1090601"
"2634","83760250","侑群有限公司","高雄市鼓山區美明路53號","劉德偉","2000000","1090601"
"2635","83760266","上方租賃住宅服務有限公司","高雄市苓雅區自強三路5號20樓之53","江本善","500000","1090601"
"2636","83760272","鈺玲科技有限公司","高雄市仁武區大智一街36號","林秋燕","1000000","1090601"
"2637","83760287","初君鑫不動產有限公司","高雄市前金區巿中一路7號11樓之2","張驥鑫","4000000","1090601"
"2638","83760293","群永企業有限公司","高雄市苓雅區四維四路3號10樓之2","高美玉","600000","1090601"
"2639","83760300","正順重機械有限公司","高雄市左營區博愛四路309號13樓之3","莊家漩","500000","1090601"
"2640","83760316","易善數位科技有限公司","高雄市三民區澄清路321號2樓","張思善","500000","1090601"
"2641","83760322","心博思顧問有限公司","高雄市左營區文康路109號","蔡東杰","200000","1090602"
"2642","83760337","無建築開發有限公司","高雄市路竹區大社路573巷53號1樓","蘇佩慧","3000000","1090601"
"2643","83760343","辰沐光科技有限公司","高雄市三民區義華路191號1樓","黃宜安","100000","1090602"
"2644","83760358","活力足有限公司","高雄市苓雅區中山二路483號","林珈雯","1000000","1090602"
"2645","83760364","江南實業有限公司","高雄市苓雅區四維四路199號5樓之4","張嘉驥","2000000","1090602"
"2646","83760370","高永富國際車業有限公司","高雄市前鎮區隆昌街16巷3號1樓","陳奕丞","1000000","1090602"
"2647","83760385","台灣永才利開發有限公司","高雄市仁武區仁林路51巷60號1樓","月惠明","100000","1090602"
"2648","83760391","頤興機械工程有限公司","高雄市楠梓區啟昌街85號","余宥承","1000000","1090602"
"2649","83760408","委內瑞拉俄羅斯顧問有限公司","高雄市三民區博愛一路366號14樓","MARTINEZ TOVAR PABLO ALEJANDRO","240000","1090602"
"2650","83760414","承汶有限公司","高雄市岡山區忠誠街125巷17號1樓","高瑞天","600000","1090602"
"2651","83760420","維展投資有限公司","高雄市楠梓區大學二十六街550號1樓","蔡雅惠","3680000","1090602"
"2652","83760435","大倫室內設計有限公司","高雄市左營區新中街52之1號1樓","呂金城","1000000","1090602"
"2653","83760441","杉浦製作所有限公司","高雄市苓雅區德安街7巷8號3樓之1","黃盛莆","200000","1090602"
"2654","83760456","維酷庫國際有限公司","高雄市大寮區河堤路1段1206號","鄭維慶","1000000","1090602"
"2655","83760462","嘉美國際有限公司","高雄市阿蓮區中正路575號1樓","高芳眞","500000","1090602"
"2656","83760478","靛青廣告藝術有限公司","高雄市左營區立信路177號5樓之1","楊容懿","1000000","1090602"
"2657","83760483","愛邁斯活動整合行銷有限公司","高雄市三民區中庸街76巷9號1樓","黃介詩","1500000","1090602"
"2658","83760499","裕昌開發股份有限公司","高雄市前鎮區一心二路71號5樓之1","孫裕昌","1000000","1090602"
"2659","83760505","星吉有限公司","高雄市仁武區仁心路199巷81之1號1樓","李立宗","100000","1090602"
"2660","83760511","高品餐飲設備有限公司","高雄市左營區南屏路264號4樓之1","邱志昇","1000000","1090602"
"2661","83760527","宸樺企業有限公司","高雄市三民區興隆街86之1號3樓","黃國珍","1000000","1090602"
"2662","83760532","澄馥國際企業有限公司","高雄市前鎮區新光路3號1樓","鮑品涵","300000","1090602"
"2663","83760548","安鴻陞有限公司","高雄市左營區曾子路210巷9號21樓","張安琪","500000","1090603"
"2664","83760553","友泰塑膠企業有限公司","高雄市大樹區瓦厝街6之53號","陳金蘭","1500000","1090603"
"2665","83760569","家慧資源有限公司","高雄市楠梓區後勁南路129巷9號1樓","陳嘉銘","3000000","1090603"
"2666","83760575","首富實業有限公司","高雄市鼓山區民利街62之1號","陳修宏","50000","1090603"
"2667","83760580","裕大發食品生技有限公司","高雄市岡山區柳橋東路36之1號","蔣世恩","880000","1090603"
"2668","83760596","辰宏不動產有限公司","高雄市三民區民族一路702之3號19樓之3","郭怡辰","500000","1090604"
"2669","83760603","興鑫能源股份有限公司","高雄市鼓山區明誠三路687號3樓","曾國豪","10000000","1090603"
"2670","83760619","和勁科技有限公司","高雄市鳳山區文龍路17號1樓","陳聖文","500000","1090603"
"2671","83760625","聯勝國際開發有限公司","高雄市三民區昌裕街7號1樓","莊廷緯","1000000","1090603"
"2672","83760630","浩慶建設有限公司","高雄市三民區博愛一路366號15樓","黃水定","10000000","1090603"
"2673","83760646","富盈木業有限公司","高雄市鳥松區水管路4巷6號","林睿洋","50000","1090603"
"2674","83760651","宏琦國際有限公司","高雄市楠梓區健民街60號","温崧普","1000000","1090603"
"2675","83760667","先進華斯複材科技股份有限公司","高雄市小港區永光街3號","霍爾格法斯默","2500000","1090603"
"2676","83760673","勝發傢具有限公司","高雄市大樹區九曲路5巷32弄45號","魏正坤","3000000","1090603"
"2677","83760688","源鑫廣告有限公司","高雄市楠梓區大學二十六街1005號1樓","吳建調","1000000","1090603"
"2678","83760694","柏拓室內裝修有限公司","高雄市鼓山區華欣路22號1樓","徐正財","3000000","1090603"
"2679","83760701","皇金創意股份有限公司","高雄市三民區大昌二路121之8號12樓之3","方易豪","2000000","1090603"
"2680","83760717","金寶釧企業有限公司","高雄市前金區光復二街106號2樓","王美釧","500000","1090604"
"2681","83760723","法妍美學有限公司","高雄市三民區河堤南路98巷12號","許曉雯","3000000","1090604"
"2682","83760738","一鍵鍾情有限公司","高雄市左營區裕誠路423號3樓","張智堯","2000000","1090604"
"2683","83760744","大馬金隆投資股份有限公司","高雄市苓雅區興中二路138號7樓之3","陳乾禾","1800000","1090604"
"2684","83760759","米栗恩整合行銷有限公司","高雄市新興區復橫一路7號","蔡東穎","100000","1090604"
"2685","83760765","駿國工程有限公司","高雄市前鎮區瑞隆路221巷49號1樓","柯建宏","5000000","1090604"
"2686","83760771","新興國際科技有限公司","高雄市茄萣區頂漁路188號","鄭文凱","500000","1090604"
"2687","83760786","駿霖國際有限公司","高雄市前鎮區文橫三路45號2樓之2","盧瑞中","1000000","1090604"
"2688","83760792","成華有限公司","高雄市前金區中華三路77之1號3樓之2","蘇上竤","350000","1090604"
"2689","83760809","仟國廣告有限公司","高雄市鳥松區文前路3巷1弄3號","江承翰","450000","1090604"
"2690","83760815","祖光股份有限公司","高雄市左營區大順一路91號11樓之5","歐譯文","100000","1090604"
"2691","83760821","四象互聯科技股份有限公司","高雄市苓雅區民權一路26巷27之2號","黃渝捷","50000","1090604"
"2692","83760836","厚美德投資股份有限公司","高雄市新興區民生一路56號4樓之8","陳聯興","1000000","1090604"
"2693","83760857","愛美樂文教事業有限公司","高雄市苓雅區輔仁路153號","吳靜宜","2000000","1090604"
"2694","83760863","淨之股份有限公司","高雄市岡山區碧紅街87號","吳昱鋒","7000000","1090604"
"2695","83760879","喬鋒興業有限公司","高雄市大寮區江山路79之5號","巴玉汝","300000","1090604"
"2696","83760884","禾築設計股份有限公司","高雄市三民區松江街8號1樓","許清評","1000000","1090605"
"2697","83760890","潤泰車業有限公司","高雄市鳳山區鳳誠路112巷28號1樓","江博文","300000","1090605"
"2698","83760913","長弘鋼索有限公司","高雄市小港區大業南路15之2號","黃顯智","1000000","1090605"
"2699","83760929","百將室內裝修工程有限公司","高雄市鳳山區五甲三路295巷121之11號","謝清文","500000","1090605"
"2700","83760934","豐璽科創股份有限公司","高雄市鼓山區葆禎一街36號1樓","陳一辰","1000000","1090605"
"2701","83760940","金易建設有限公司","高雄市仁武區仁心路20巷36之1號","陳錫儀","10000000","1090605"
"2702","83760955","允潔清潔有限公司","高雄市苓雅區五權街74號1樓","何建儀","500000","1090605"
"2703","83760982","永軒建設股份有限公司","新北市永和區中正路254號（3樓）","胡定中","500000","1090604"
"2704","83760998","心宇空間設計有限公司","新北市板橋區三民路2段37號23樓之1","林宛儀","300000","1090604"
"2705","83763329","新羽娛樂有限公司","臺北市大安區復興南路2段185號","邱柏源","300000","1090601"
"2706","83763334","偉盛顧問有限公司","臺北市信義區忠孝東路5段510號15樓","韋世文 STEPHANE WEISBECKER","600000","1090601"
"2707","83763340","宏圖投資股份有限公司","臺北市中山區新生北路2段68巷9號9樓之6","鄭博勝","500000","1090601"
"2708","83763355","靖妃投資管理顧問有限公司","臺北市松山區延吉街11號5樓之6","陳玫妃","3800000","1090601"
"2709","83763361","四方紅股份有限公司","臺北市大安區敦化南路1段187巷32號","江世杰","1000000","1090601"
"2710","83763377","騰碩企業有限公司","臺北市松山區民權東路3段178號8樓","陳禹勳","200000","1090601"
"2711","83763382","承天啟后新智慧股份有限公司","臺北市大安區忠孝東路3段303號2樓之2","黃思蒨","5000000","1090602"
"2712","83763405","瀚傑建設開發股份有限公司","臺北市松山區南京東路5段202號8樓之4","王金祥","5000000","1090601"
"2713","83763411","花樂羊有限公司","臺北市大安區師大路143號1樓","林効蓉","344000","1090602"
"2714","83763427","金合茶業有限公司","臺北市萬華區漢中街34之1號","吳美惠","100000","1090601"
"2715","83763432","坤迪國際貿易有限公司","臺北市中山區龍江路235號13樓","沈琨","100000","1090602"
"2716","83763448","有餘國際股份有限公司","臺北市中山區長安東路2段50號3樓之2","祝戎怡","1000000","1090602"
"2717","83763453","文霖教育股份有限公司","臺北市中山區民權東路1段72號7樓之8","葉貞麟","300000","1090602"
"2718","83763469","寶河有限公司","臺北市大同區民族西路187巷35號4樓","陳仁成","100000","1090602"
"2719","83763475","龍一國際貿易有限公司","臺北市大同區民族西路282巷16號1樓","林浩群","50000","1090602"
"2720","83763480","踏普有限公司","臺北市中正區忠孝東路1段49巷17號","朱弈全","200000","1090602"
"2721","83763496","實遠投資有限公司","臺北市大安區光復南路650號6樓","吳惠梅","3000000","1090602"
"2722","83763502","鈺麗貿易有限公司","臺北市松山區南京東路4段1號8樓","鍾易志","1000000","1090602"
"2723","83763518","國賓地產開發股份有限公司","臺北市中山區中山北路2段65巷9號2樓","林興國","5000000","1090602"
"2724","83763524","中華都更顧問平台有限公司","臺北市大安區忠孝東路4段2號5樓之1","吳錦宗","1200000","1090603"
"2725","83763539","霈爾禮品貿易股份有限公司","臺北市松山區復興北路333號4樓之5","江淑菁","2000000","1090602"
"2726","83763545","鋐潤投資開發有限公司","臺北市內湖區行善路383巷27號","黃文辰","1000000","1090602"
"2727","83763550","舞春秋國際有限公司","臺北市大同區承德路1段35號3樓之1","蕭宙昇","910000","1090602"
"2728","83763566","禾蒔廣告有限公司","臺北市大安區忠孝東路4段177號13樓之3","林禾凱","500000","1090602"
"2729","83763572","陽光伏特家工程股份有限公司","臺北市中山區民權西路70號5樓之1","馮嘯儒","1000000","1090602"
"2730","83763587","瑪莎生活科技有限公司","臺北市中山區南京東路2段132號9樓之1","趙嘉康","1000000","1090602"
"2731","83763593","凱玄國際有限公司","臺北市士林區環河北路3段135號3樓","王傳凱","1000000","1090602"
"2732","83763600","敘力科技有限公司","臺北市中正區館前路20號5樓","郭文原","500000","1090602"
"2733","83763616","金安易科技有限公司","臺北市松山區南京東路5段305號","丁云茜","2500000","1090602"
"2734","83763622","本丸有限公司","臺北市信義區基隆路2段22號12樓之2","李晉杰","600000","1090603"
"2735","83763637","凱忻創意工作室有限公司","臺北市松山區南京東路5段415號3樓之3","謝若葦","100000","1090602"
"2736","83763643","瑞瑋有限公司","臺北市信義區基隆路1段155號8樓之8","張大明","1000000","1090602"
"2737","83763658","秉紘國際股份有限公司","臺北市大安區復興南路1段107巷5弄17之1號","楊淑婷","1000000","1090602"
"2738","83763670","豪格國際企業有限公司","臺北市大安區信義路4段6號15樓之11","李宜庭","200000","1090602"
"2739","83763685","應援科技股份有限公司","臺北市信義區忠孝東路5段1之1號12樓","蕭新晟","3500000","1090602"
"2740","83763691","威晃綠能有限公司","臺北市中正區寧波西街1號3樓","楊淞壹","100000","1090602"
"2741","83763708","城市地產科技有限公司","臺北市中山區南京東路2段101號9樓","蔡焦緯","100000","1090602"
"2742","83763714","仟韻有限公司","臺北市北投區光明路200號之1","潘筱涵","300000","1090602"
"2743","83763735","金字有限公司","臺北市文山區景興路202巷11號7樓之5","李樹春","500000","1090602"
"2744","83763741","建鑫國際投資有限公司","臺北市內湖區民權東路6段180巷6號5樓之12","劉淑宜","100000","1090602"
"2745","83763756","台美疫苗開發股份有限公司","臺北市松山區南京東路4段1號8樓","陳啟彰","3000000","1090602"
"2746","83763778","活泉有限公司","臺北市北投區裕民六路120號4樓","陳潤卿","200000","1090603"
"2747","83763783","讀思塾有限公司","臺北市內湖區康寧路3段187號9樓之3","賴俊瑋","7500000","1090602"
"2748","83763799","薪椽管理顧問股份有限公司","臺北市大安區復興南路1段380號12樓之1","黃欽勇","12000000","1090602"
"2749","83763806","鼎月餐飲控股股份有限公司","臺北市中山區遼寧街29號","林俊洲","1000000","1090602"
"2750","83763812","毛孩的彩虹天堂有限公司","臺北市中正區北平東路30之1號4樓","林意盛","550000","1090602"
"2751","83763828","泰來科技有限公司","臺北市信義區忠孝東路5段1之2號11樓","朱峻霆","10000000","1090603"
"2752","83763833","遊牧戰技部落格有限公司","臺北市松山區三民路91號1樓","吳明遠","70000","1090603"
"2753","83763849","兆和行銷有限公司","臺北市大安區安居街84巷1號1樓","嚴思彤","2000000","1090602"
"2754","83763854","腦作文化股份有限公司","臺北市中山區中山北路1段79號3樓","施韋洛","300000","1090602"
"2755","83763860","藝行人文創有限公司","臺北市萬華區環河南路2段324號","文尹宸","100000","1090602"
"2756","83763876","哈皮尼司股份有限公司","臺北市中正區忠孝東路1段39之1號8樓","黃琳","1000000","1090603"
"2757","83763881","策美國際有限公司","臺北市中正區館前路20號5樓","李英","1000000","1090603"
"2758","83763897","乙太界國際有限公司","臺北市大同區承德路1段35號3樓之1","蕭宙昇","820000","1090603"
"2759","83763904","彩緹傢飾有限公司","臺北市北投區榮華三路44號1樓","吳木贊","300000","1090603"
"2760","83763910","禾向數位科技有限公司","臺北市士林區重慶北路4段248號3樓","張椀婷","3000000","1090603"
"2761","83763926","瑞思達科技有限公司","臺北市中正區重慶南路1段10號8樓之15","謝博皓","100000","1090603"
"2762","83763931","華柏生技有限公司","臺北市松山區復興北路333號10樓之2","劉學銀","200000","1090603"
"2763","83763947","天空城娛樂股份有限公司","臺北市大同區承德路3段119號2樓","沈屴","500000","1090604"
"2764","83763952","慕康生技有限公司","臺北市信義區莊敬路325巷60號3樓","邱軍棠","500000","1090603"
"2765","83763968","茂欣能源有限公司","臺北市內湖區瑞光路258巷2號6樓之2","莊景名","1000000","1090609"
"2766","83763974","繽可麗國際有限公司","臺北市中山區德惠街34號9樓之13","吳家瑩","3000000","1090603"
"2767","83763989","欽宇食品有限公司","臺北市中山區中山北路2段93巷22號2樓","汪子欽","200000","1090603"
"2768","83763995","極智資訊股份有限公司","臺北市中正區羅斯福路4段50號10樓之3","王詠倩","2000000","1090603"
"2769","83764002","島嶼良品股份有限公司","臺北市萬華區長沙街2段68號3樓","蔡景明","100000","1090603"
"2770","83764018","策士企業有限公司","臺北市中山區南京西路1之1號6樓","黃伯昌","500000","1090604"
"2771","83764024","鉅富都市更新有限公司","臺北市中山區南京東路2段150號10樓","周皇辰","100000","1090603"
"2772","83764039","熟透國際有限公司","臺北市大安區安和路1段33號7樓","周罕","1000000","1090603"
"2773","83764045","慶餘有限公司","臺北市北投區文林北路236號1樓","邱准紳","30000","1090603"
"2774","83764050","安外兒有限公司","臺北市內湖區洲子街151號7樓","WALLON ANDERS FREDRIK MICHAEL","50000","1090604"
"2775","83764066","倢瑞科技有限公司","臺北市大安區忠孝東路4段319號8樓之2","劉志輝","500000","1090604"
"2776","83764072","凌波股份有限公司","臺北市中正區和平西路1段15-1號3樓","賴宗佑","2400000","1090603"
"2777","83764087","合誓珠寶有限公司","臺北市松山區八德路3段199巷25號1樓","蕭嘉均","200000","1090603"
"2778","83764093","富樓那實業有限公司","臺北市大同區哈密街45巷1弄19號1樓","葉惠蓮","500000","1090603"
"2779","83764100","鑫齊資產管理股份有限公司","臺北市大安區羅斯福路3段95號2樓之1","張嘉祥","7500000","1090603"
"2780","83764116","禧晟有限公司","臺北市大安區安和路2段92號地下1樓","陳又瑄","500000","1090603"
"2781","83764122","啟美企管顧問有限公司","臺北市信義區東興路63之1號2樓","慶啓本","1000000","1090603"
"2782","83764137","瑞盛運通有限公司","臺北市北投區裕民六路120號4樓","劉素芬","100000","1090603"
"2783","83764143","宏展文教有限公司","臺北市大安區和平東路3段121號3樓","陳彥良","500000","1090603"
"2784","83764158","偉寶行銷有限公司","臺北市大同區南京西路103號4樓之1","廖偉倫","80000","1090603"
"2785","83764164","大華文教有限公司","臺北市大安區和平東路3段121號3樓","陳彥良","500000","1090603"
"2786","83764170","一級棒黑科技股份有限公司","臺北市信義區忠孝東路5段482號15樓之4","吳亞芯","240000","1090604"
"2787","83764185","智能分析大數據有限公司","臺北市中正區重慶南路1段57號10樓之9","劉少勲","200000","1090603"
"2788","83764191","冬興實業有限公司","臺北市大安區羅斯福路3段29號6樓","陳竑傑","1000000","1090603"
"2789","83764208","現向科技有限公司","臺北市中山區南京西路1之1號10樓","李美鳳","500000","1090603"
"2790","83764214","比佛利設計整合有限公司","臺北市松山區南京東路5段102號2樓之1","田如君","1000000","1090603"
"2791","83764220","參壹零壹股份有限公司","臺北市中山區民生東路2段143號8樓","劉正堃","1000000","1090603"
"2792","83764235","森林影像有限公司","臺北市松山區民權東路3段136號6樓","莊昇霖","130000","1090604"
"2793","83764241","狗鼻子科技股份有限公司","臺北市中正區忠孝西路1段66號28樓","王韋超","1500000","1090603"
"2794","83764256","玉明國際貿易股份有限公司","臺北市大安區忠孝東路3段305號6樓之1","徐妙真","12000000","1090603"
"2795","83764278","開心凱鑫有限公司","臺北市信義區松德路10號7樓","朱志鑫","500000","1090604"
"2796","83764283","薇捷生技股份有限公司","臺北市信義區吳興街354號1樓","黃映瑚","1000000","1090603"
"2797","83764299","漢軒能源股份有限公司","臺北市文山區羅斯福路6段297號6樓","陳朝水","150000000","1090603"
"2798","83764306","昕鴻生技有限公司","臺北市大安區羅斯福路3段29號6樓","許嘉蓉","100000","1090603"
"2799","83764312","高城企業有限公司","臺北市中正區八德路1段82巷9弄18號1樓","陳嘉勝","100000","1090603"
"2800","83764328","光子投資有限公司","臺北市中正區重慶南路1段57號9樓之3","謝子齊","10000","1090603"
"2801","83764333","鑫益世創業投資股份有限公司","臺北市中山區復興北路342號4樓之1","林延勳","20000","1090603"
"2802","83764349","暄威國際股份有限公司","臺北市中山區復興北路48號10樓","楊素華","800000","1090603"
"2803","83764354","優美物業股份有限公司","臺北市萬華區中華路2段338號1樓","張為文","1000000","1090604"
"2804","83764360","文育物業管理顧問股份有限公司","臺北市中正區和平西路1段59號6樓之19","王文倢","200000","1090603"
"2805","83764376","果毅健身有限公司","臺北市中山區中山北路1段105巷11號3樓","徐國棟","1000000","1090604"
"2806","83764381","摩拓旅程股份有限公司","臺北市萬華區康定路46之3號1樓","王兆彬","1000000","1090604"
"2807","83764397","博睿股份有限公司","臺北市信義區忠孝東路四段560號13樓","張哲偉","2000000","1090605"
"2808","83764410","又誠企管顧問有限公司","臺北市南港區重陽路461號8樓","陳立民","300000","1090604"
"2809","83764426","偉成開發建設股份有限公司","臺北市中山區長安東路2段26號2樓","陳國宏","1000000","1090604"
"2810","83764431","戴揚國際企業有限公司","臺北市中正區忠孝西路1段66號28樓","戴志忠","1000000","1090604"
"2811","83764452","聯昌運股份有限公司","臺北市士林區德行西路7號11樓","林俊宏","5000000","1090604"
"2812","83764468","動能學堂有限公司","臺北市大同區承德路3段9之1號1樓","顏琮峯","1000000","1090604"
"2813","83764489","文馳創意有限公司","臺北市南港區忠孝東路6段10號1樓","葉又強","3000000","1090604"
"2814","83764495","世品樂器有限公司","臺北市大安區羅斯福路3段283巷14弄6號1樓","林泳頤","200000","1090604"
"2815","83764501","姿品有限公司","臺北市大安區忠孝東路4段295號3樓","蘇嘉潁","300000","1090604"
"2816","83764517","華海建設股份有限公司","臺北市中山區建國北路2段147號13樓之2","洪耀坤","10000000","1090604"
"2817","83764523","新能國際合同一號光能股份有限公司","臺北市大同區南京西路41號8樓之8","橋本介","500000","1090604"
"2818","83764538","格芃有限公司","臺北市中山區長春路220號1樓","簡孝純","100000","1090604"
"2819","83764559","漾漾國際有限公司","臺北市松山區南京東路4段1號2樓","楊莉萍","200000","1090604"
"2820","83764565","適康生技股份有限公司","臺北市信義區莊敬路423巷2弄17號","邱軍棠","3000000","1090604"
"2821","83764571","璽福實業有限公司","臺北市中山區民生東路3段17號4樓","陳福龍","500000","1090604"
"2822","83764586","藍海離岸航運股份有限公司","臺北市信義區基隆路1段155號5樓之9","施南光","300000","1090604"
"2823","83764609","創信平台有限公司","臺北市中正區忠孝西路1段7號5樓之1","邱羽婕","200000","1090604"
"2824","83764615","富寓共生有限公司","臺北市松山區南京東路5段50號3樓之1","劉吉振","300000","1090605"
"2825","83764621","夏可整合行銷有限公司","臺北市大安區忠孝東路4段295號3樓","邱念慈","200000","1090604"
"2826","83764636","玖柒有限公司","臺北市中山區復興北路58號12樓","吳翊伶","1000000","1090604"
"2827","83764642","欣悅文創有限公司","臺北市中山區南京東路2段20號9樓之1","邱怡珍","200000","1090604"
"2828","83764657","安順全球有限公司","臺北市中山區復興北路66號6樓之4","黃思慧","15000000","1090605"
"2829","83764663","波客群整合行銷有限公司","臺北市大安區四維路170巷25號","陳佳儀","100000","1090604"
"2830","83764679","強迪聯合有限公司","臺北市大安區羅斯福路3段29號6樓","林依婷","500000","1090604"
"2831","83764684","曜國建設有限公司","臺北市中山區德惠街86號1樓","郭盈吟","5000000","1090605"
"2832","83764690","匯渼國際有限公司","臺北市大同區承德路1段40號6樓","曹郡鑗","500000","1090604"
"2833","83764707","瞬時真創意有限公司","臺北市信義區忠孝東路5段1之2號5樓","瞬時真","500000","1090604"
"2834","83764713","威金數位有限公司","臺北市松山區南京東路3段305號5樓","施佳菁","1500000","1090605"
"2835","83764729","邦尼熊有限公司","臺北市士林區中山北路6段157巷9號3樓","高逸匡","800000","1090605"
"2836","83764734","宏安國際有限公司","臺北市中正區忠孝東路2段80號3樓","陳梨玉","500000","1090604"
"2837","83764740","才府室內裝修設計工程有限公司","臺北市中山區玉門街1號","温柔涵","1500000","1090604"
"2838","83764755","月城南廣告有限公司","臺北市士林區德行東路260巷5號1摟","潘瑋翔","1000000","1090605"
"2839","83764761","天漢生醫股份有限公司","臺北市信義區忠孝東路5段482號15樓之4","劉翌如","200000","1090604"
"2840","83764777","艾酷科技有限公司","臺北市南港區園區街3之2號9樓","GIUSEPPE  ZUMMO","1000000","1090604"
"2841","83764782","嘉泰興有限公司","臺北市松山區民生東路3段156號9樓","丁彥文","500000","1090604"
"2842","83764798","捷登資產股份有限公司","臺北市大安區敦化南路2段38號9樓","李承政","10000000","1090604"
"2843","83764805","新晶聯股份有限公司","臺北市士林區社子街86號6樓","游淮澤","2000000","1090605"
"2844","83764811","聚逸室內裝修有限公司","臺北市中山區松江路111號地下1樓","林俊亦","1000000","1090605"
"2845","83764827","維豐室內裝修設計工程有限公司","臺北市松山區南京東路5段225號13樓","王維玲","500000","1090605"
"2846","83764832","妙津實業有限公司","臺北市中山區新生北路2段108號4樓之21","吳欣容","1000000","1090605"
"2847","83764848","麗泱有限公司","臺北市內湖區成功路4段190號8樓","林立","1200000","1090605"
"2848","83764853","蕙霏資本有限公司","臺北市松山區南京東路3段287號2樓","林家興","4000000","1090605"
"2849","83764869","美速德股份有限公司","臺北市中山區龍江路166號1樓","王翔韻","1000000","1090605"
"2850","83764875","木川光股份有限公司","臺北市中山區南京東路2段216號8樓","張嘉倫","2500000","1090605"
"2851","83764880","泊岳空間設計有限公司","臺北市大安區復興南路2段208號7樓之3","鄭翔","1000000","1090605"
"2852","83764896","萊菈通路有限公司","臺北市大安區復興南路1段243號6樓","李黛華","2000000","1090605"
"2853","83764903","派金計畫有限公司","臺北市信義區忠孝東路5段474號4樓","王沛文","300000","1090605"
"2854","83764919","凡廷斯有限公司","臺北市大安區忠孝東路4段205巷7弄13號","鄧宇婷","3000000","1090605"
"2855","83764925","首達有限公司","臺北市士林區後港街141號8樓","俞聖倩","2000000","1090605"
"2856","83764930","心安管理顧問有限公司","臺北市萬華區西昌街171號","李鍾濱","500000","1090608"
"2857","83764946","十興股份有限公司","臺北市松山區光復南路55之2號4樓","張欣夷","5182000","1090605"
"2858","83764951","要塞有限公司","臺北市內湖區潭美街217號5樓","關納森GROPPER JONATHAN","150000","1090605"
"2859","83764973","霍克斯自動控制有限公司","臺北市松山區南京東路3段287號2樓","石秀峰","10000000","1090605"
"2860","83764988","鈦雲科技有限公司","臺北市大安區敦化南路1段376號8樓之3","曾晧哲","200000","1090605"
"2861","83764994","新昱活有限公司","臺北市大安區忠孝東路4段162號5樓之5","邱以倫","200000","1090605"
"2862","83765001","期采投資股份有限公司","臺北市內湖區陽光街349號5樓","蘇紋儀","200000","1090605"
"2863","83765017","黑米創意工作室有限公司","臺北市中山區民權西路27號8樓之1","賴韋佑","100000","1090605"
"2864","83765023","安村綠能有限公司","臺北市大安區復興南路1段283號7樓之1","紀榮年","2000000","1090605"
"2865","83765038","飛格思有限公司","臺北市大安區臥龍街1號11樓","林思廷","300000","1090605"
"2866","83765044","迅石科技有限公司","臺北市中正區中華路1段59號9樓","林哲民","400000","1090605"
"2867","83765059","英達投資股份有限公司","臺北市中山區建國北路2段9之2號12樓之2","胡競英","10000000","1090605"
"2868","83765065","咪哆科技有限公司","臺北市內湖區瑞湖街158號2樓","馬盛英","1000000","1090605"
"2869","83765071","亞洲鑫灣投資有限公司","臺北市信義區忠孝東路5段68號29樓","曾強(ZENG, EDWARD QIANG)","3690000","1090605"
"2870","83765086","盛捷科技有限公司","臺北市松山區八德路4段465號11樓","陳宛瑩","250000","1090605"
"2871","83765092","洛廷科技有限公司","臺北市中正區忠孝西路1段27號4樓","柯喬贏","200000","1090605"
"2872","83765109","巨匯有限公司","臺北市信義區基隆路1段432號10樓之5","王雅玲","1000000","1090605"
"2873","83765115","前程開發休閒管理顧問股份有限公司","臺北市信義區基隆路2段22號12樓之2","劉墨擷","1000000","1090605"
"2874","83765121","施信義藥品有限公司","臺北市大同區民族西路147號1樓","楊欣樺","3000000","1090605"
"2875","83765136","世界兒童體育運動有限公司","臺北市大同區太原路9之3號2樓","吳兩平","500000","1090605"
"2876","83765142","威登實業有限公司","臺北市內湖區金豐街18號1樓","李和家","500000","1090608"
"2877","83765157","藍博士自造者有限公司","臺北市信義區基隆路1段206號18樓","鄭玲玲","1000000","1090605"
"2878","83765163","佳紜有限公司","臺北市內湖區內湖路1段91巷37弄8號5樓","陳宜佳","200000","1090605"
"2879","83765179","德曜居家櫥裝有限公司","臺北市北投區中央此路4段320號","陳子亭","100000","1090608"
"2880","83765184","奧爾商城有限公司","臺北市北投區富貴一路1巷1號5樓","王鼎耀","500000","1090608"
